track_id,danceability,energy,valence,popularity
1,0.45630377055453253,0.5543540169565451,0.9934564943975795,71
2,0.2515013522988595,0.1710872751865633,0.618653557673669,64
3,0.24533195494386806,0.4609885168437031,0.9084007878059973,89
4,0.6352780013093148,0.203658422557146,0.3760734849099505,60
5,0.9549008234990672,0.7438858183659324,0.8102252937300927,13
6,0.3335543948907313,0.2576658147852995,0.7753512799233422,20
7,0.9489734428104696,0.31180332771644187,0.9202068464895065,32
8,0.9179693450592004,0.2933179319691957,0.6130301850924746,86
9,0.34663119476281423,0.850824856539439,0.6718469518289604,43
10,0.8615574844286094,0.40615137942369073,0.9512436844929758,45
11,0.21850128573050293,0.6449175297702466,0.8329476482003412,20
12,0.6906988215382128,0.5831098530591868,0.6791089109910744,42
13,0.6627490716207532,0.22160104775769196,0.6751460118975845,80
14,0.1635722349843386,0.9275994414813037,0.42650840415876157,63
15,0.3482185184335491,0.493000185106124,0.511024645952049,63
16,0.8950470481353179,0.12814097948362152,0.8046418675500151,94
17,0.6570701326908742,0.6793123555089855,0.9326781445509054,34
18,0.18938158199322475,0.7900236172193867,0.509987545086321,35
19,0.548409202565349,0.5686100566409062,0.8397366110544577,48
20,0.7493658179865439,0.4779282015728825,0.8568496057137638,97
21,0.11904578746575228,0.8727115926069012,0.3856181157487677,65
22,0.5056747742066823,0.9906523702084713,0.8107922992653794,57
23,0.9121242898698191,0.29304159199694013,0.642912943681851,10
24,0.8078000962634077,0.277409155052163,0.5044275365692967,86
25,0.8135267562190962,0.23903020406435346,0.3532567194417301,95
26,0.7537042624523438,0.27091939264797277,0.2174977188162157,54
27,0.35130154925866364,0.4504289549506294,0.8776081418872222,25
28,0.381907639569366,0.4062378305111525,0.41861865707403445,97
29,0.2399800184912829,0.711651725280584,0.9139057227018139,83
30,0.8364481450217841,0.5482560246317345,0.4064073594513321,68
31,0.7672736144540935,0.7760516820052862,0.9644756917694293,15
32,0.7074623797303234,0.5718042242810539,0.8875560589164615,83
33,0.6135504189093938,0.2536266567319343,0.47045180034889733,42
34,0.3054644948115891,0.5345594297801994,0.26185658120787225,41
35,0.26530201524288355,0.7235880233091652,0.6453062688627661,57
36,0.6977785183548041,0.9445073822812098,0.2379916660427588,31
37,0.30910398535401906,0.9152957239426499,0.4220927736872956,23
38,0.42875739288382086,0.9175897587497164,0.44138444768551743,24
39,0.30881178738493775,0.2849908251350557,0.838969407791968,44
40,0.5076021129444005,0.7347717329776332,0.5107252237898947,45
41,0.9156197378209953,0.6195242443677387,0.8987283522295964,82
42,0.6163081742307817,0.30547892470505755,0.5058336353524907,70
43,0.5321557281657813,0.9097186040745726,0.33403636185076957,49
44,0.692978013260562,0.9151760640129633,0.4686835936564988,54
45,0.9151266177031864,0.6653506807853508,0.7907205488165319,56
